CSD_identifier,la_smiles,ca_class,la_atom_count,picked_for_fia_calculation,la_xyz_successfully_generated,part_of_the_final_fia2k_csd_dataset
SOGWUH,[H]C1=C(O[Si](C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[C@@]([H])(S(=O)(=O)c2c([H])c([H])c([H])c([H])c2[H])[C@]2([H])C(=O)O[C@]([H])(C([H])([H])[H])C([H])([H])[C@]12[H],Si(IV),61.0,False,not_attempted,False
SOHVAN,[H]C([H])=C(C([H])([H])[H])[C@]([H])(OC([H])([H])c1c([H])c([H])c(OC([H])([H])[H])c([H])c1[H])C([H])([H])[C@@]([H])(O[Si](c1c([H])c([H])c([H])c([H])c1[H])(c1c([H])c([H])c([H])c([H])c1[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[C@@]([H])(C([H])([H])[H])C([H])([H])OC([H])([H])c1c([H])c([H])c([H])c([H])c1[H],Si(IV),95.0,False,not_attempted,False
SOJHUU,[H]c1c([H])c([H])c([Si]2(c3c([H])c([H])c([H])c([H])c3[H])OC3=C4C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@]4([H])[C@@]([H])(C(=O)OC([H])([H])[H])[C@]([H])(C(=O)OC([H])([H])C([H])([H])O2)C3([H])[H])c([H])c1[H],Si(IV),64.0,False,not_attempted,False
SOLSAP,[H]c1c([H])c([H])c([Si]([C]2N(c3c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c3C([H])(C([H])([H])[H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C23C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])(c2c([H])c([H])c([H])c([H])c2[H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],Si(IV),93.0,False,not_attempted,False
SOMBUU,[H]c1c([H])c([H])c([Si](OC([H])([H])[C@@]2([H])C(=O)C([H])([H])C([H])([H])C([H])([H])[C@]23N(C(=O)OC([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])(c2c([H])c([H])c([H])c([H])c2[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],Si(IV),74.0,False,not_attempted,False
SOMPIW,[H]O[C@]12C([H])([H])C([H])([H])[C@@]1(C([H])([H])[H])[C@]1([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[C@]1([H])C([H])([H])[C@@]2([H])C([H])([H])[Si](O[H])(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],Si(IV),64.0,True,True,True
SOMPOZ,[H]c1c([H])c([H])c([Si](O[C@]([H])(C([H])([H])[H])[C@]2([H])O[C@@]2([H])S(=O)(=O)c2c([H])c([H])c([H])c([H])c2[H])(c2c([H])c([H])c([H])c([H])c2[H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],Si(IV),60.0,False,not_attempted,False
SOMPOZ10,[H]c1c([H])c([H])c([Si](O[C@@]([H])(C([H])([H])[H])[C@@]2([H])O[C@]2([H])S(=O)(=O)c2c([H])c([H])c([H])c([H])c2[H])(c2c([H])c([H])c([H])c([H])c2[H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],Si(IV),60.0,False,not_attempted,False
SOMPUF,[H]c1c([H])c([H])c(S(=O)(=O)[C@@]2([H])O[C@]2([H])[C@]([H])(O[Si](C([H])(C([H])([H])[H])C([H])([H])[H])(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],Si(IV),63.0,False,not_attempted,False
SOMPUF10,[H]c1c([H])c([H])c(S(=O)(=O)[C@]2([H])O[C@@]2([H])[C@@]([H])(O[Si](C([H])(C([H])([H])[H])C([H])([H])[H])(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],Si(IV),63.0,False,not_attempted,False
SONBAY,[H]c1c([H])c(OC([H])([H])[H])c2c(c1[H])[C@]([H])(OC([H])([H])[H])[C@]([H])(OC([H])([H])[H])C1=C(C([H])([H])[H])C(=O)C([H])([H])[C@@]([H])(C1(C([H])([H])[H])C([H])([H])[H])[C@@]2([H])O[Si](C([H])([H])C([H])([H])[H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],Si(IV),75.0,False,not_attempted,False
SONHUZ,[H]c1c([H])c([H])c(C([H])([H])[C@@]2([H])N(C(=O)[C@]([H])(C([H])([H])[H])[C@@]([H])(O[Si](C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])I)C(=O)OC2([H])[H])c([H])c1[H],Si(IV),72.0,False,not_attempted,False
SONLIR,[H]C([H])([H])C([H])(O[Si](C([H])([H])[H])(C([H])([H])[H])C([H])([H])C12c3c4c5c6c7c8c(c9c%10c1c1c3c3c%11c4c4c5c5c7c7c%12c8c8c9c9c%10c%10c1c1c3c3c%11c%11c4c4c5c7c5c7c%12c8c8c9c9c%10c1c1c3c3c%11c4c5c4c7c8c9c1c34)C62[H])C([H])([H])[H],Si(IV),84.0,False,not_attempted,False
SONPER,[H]c1c([H])c([H])c2c(c1[H])C1([H])c3c([H])c([H])c([H])c([H])c3C2([Si](F)(F)C23c4c([H])c([H])c([H])c([H])c4C([H])(c4c([H])c([H])c([H])c([H])c42)c2c(C([H])([H])[H])c([H])c([H])c([H])c23)c2c([H])c([H])c([H])c(C([H])([H])[H])c21,Si(IV),75.0,False,not_attempted,False
SONWIE,[H]O[C@]12N(C(=O)[C@@]([H])(O[Si](C([H])(C([H])([H])[H])C([H])([H])[H])(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C1([H])[H])C([H])([H])C([H])([H])[C@@]2([H])C([H])([H])[H],Si(IV),55.0,False,not_attempted,False
SOPCUY,[H]C([H])([H])[Si]1(C([H])([H])[H])OS(=O)(=O)C(F)(F)S(=O)(=O)O1,Si(IV),20.0,False,not_attempted,False
SOPLIV,[H]O[C@@]([H])(C#CC([H])([H])N1C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C([H])([H])O[Si](C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c1c(OC([H])([H])[H])c([H])c([H])c([H])c1C([H])([H])[H],Si(IV),65.0,False,not_attempted,False
SOPWOJ,[H]c1c([H])c([H])c([Si](OC2=C3C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@]3([H])[C@]3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@]3([H])C(=O)C2([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],Si(IV),58.0,False,not_attempted,False
SOPXEA,[H]OC([H])([H])[C@@]([H])(/C([H])=C(\C([H])([H])[H])[C@]1([H])O[C@]2([H])C([H])([H])/C([H])=C(\[H])c3nc(c([H])o3)[C@]3([H])O[C@]([H])(C([H])([H])[C@]4([H])O[C@]([H])(C([H])([H])C(=C([H])[H])C4([H])[H])C([H])([H])/C([H])=C(/[H])C(=O)O[C@]([H])([C@@]1([H])C([H])([H])[H])[C@@]2([H])C([H])([H])[H])C([H])([H])[C@@]([H])(O[Si](c1c([H])c([H])c([H])c([H])c1[H])(c1c([H])c([H])c([H])c([H])c1[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C3([H])[H])N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],Si(IV),142.0,False,not_attempted,False
SOQDEJ,[H]O[C@]1([H])c2c([H])c(O[Si](C([H])(C([H])([H])[H])C([H])([H])[H])(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c(Br)c2[C@]([H])(C(=C([H])[H])C([H])([H])[H])[C@@]1([H])C([H])([H])[H],Si(IV),61.0,False,not_attempted,False
SOQREV,[H]O[C@@]1([H])C(=C=C([H])[Si](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[C@]([H])(OC([H])([H])c2c([H])c([H])c([H])c([H])c2[H])[C@@]([H])(OC([H])([H])c2c([H])c([H])c([H])c([H])c2[H])[C@]([H])(OC([H])([H])c2c([H])c([H])c([H])c([H])c2[H])[C@]1([H])OC([H])([H])c1c([H])c([H])c([H])c([H])c1[H],Si(IV),89.0,False,not_attempted,False
SOQRUL,[H]c1c([H])c([H])c(N([H])C(=O)N2N(C(=O)N([H])N([H])[H])c3nc([Si](C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])n(S(=O)(=O)N(C([H])([H])[H])C([H])([H])[H])c3C([H])([H])C2([H])[H])c([H])c1[H],Si(IV),69.0,False,not_attempted,False
SOQTAT,[H]c1c([H])c([H])c([C@]2([H])N(n3c([C@@]([H])(O[Si](C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])nc4c([H])c([H])c([H])c([H])c4c3=O)[C@@]2([H])C([H])(Cl)Cl)c([H])c1[H],Si(IV),64.0,False,not_attempted,False
SOQTEX,[H]c1c([H])c([H])c([C@]2([H])N(n3c([C@@]([H])(O[Si](C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])nc4c([H])c([H])c([H])c([H])c4c3=O)[C@@]2([H])C([H])([H])Cl)c([H])c1[H],Si(IV),64.0,False,not_attempted,False
SOSCUZ,[H]OC(=O)c1c([H])c([H])c([Si](F)(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],Si(IV),42.0,False,not_attempted,False
SOSDAG,[H]C1=C([H])C(=O)N(c2c([H])c([H])c([Si](F)(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c2[H])C1=O,Si(IV),47.0,False,not_attempted,False
SOSDEK,[H]c1c([H])c([Si](F)(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c1C(=O)ON1C(=O)C([H])([H])C([H])([H])C1=O,Si(IV),52.0,False,not_attempted,False
SOSZIL,[H]c1c([H])c([H])c(C([H])(c2c([H])c([H])c([H])c([H])c2[H])[Si](C([H])([H])[H])(C([H])([H])[H])[C@]2([H])C([H])([H])[C@@]3(C(=O)N(C(=O)C([H])([H])[H])c4c([H])c([H])c(F)c([H])c43)[C@]([H])(C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C2([H])[H])c([H])c1[H],Si(IV),79.0,False,not_attempted,False
SOTXAA01,[H]c1c([H])c([H])c2c(c1[H])N=[S@](=O)(c1c([H])c([H])c(C([H])([H])[H])c([H])c1[H])C([H])([H])[C@]2([H])[Si](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],Si(IV),45.0,False,not_attempted,False
SOVKEV,[H]C([H])=C([H])C([H])([H])OC(=O)[C@@](c1c([H])c([H])c(Br)c([H])c1[N+](=O)[O-])(C([H])([H])C([H])=C([H])[H])[C@@]1(C([H])([H])C([H])([H])O[Si](C([H])(C([H])([H])[H])C([H])([H])[H])(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C(=O)N(C([H])([H])[H])c2c([H])c([H])c([H])c([H])c21,Si(IV),89.0,False,not_attempted,False
SOVSAX,[H]c1sc2c(c1[H])[Si](C([H])([H])[H])(C([H])([H])[H])c1c([H])c([H])c(C([H])([H])[H])c([H])c1C2=O,Si(IV),31.0,True,True,True
SOVSUT,[H]c1c([H])c2c(c([H])c1F)[C@@]1(C(=O)N2[H])C([H])([H])[C@@]([H])([Si](C([H])(C([H])([H])[H])C([H])([H])[H])(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[C@]1([H])C(=O)OC([H])([H])C([H])([H])[H],Si(IV),66.0,False,not_attempted,False
SOWZEM,[H]O[C@]1(C([H])([H])[H])C([H])([H])[C@]([H])([Si](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c2c(c([H])c3c([H])c([H])c([H])c(OC([H])([H])[H])c3c2OC([H])([H])OC([H])([H])[H])[C@@]1([H])/C(OC([H])([H])[H])=C(/[H])C(=O)N([H])[C@]([H])(c1c([H])c([H])c2c([H])c([H])c([H])c([H])c2c1[H])C([H])([H])[H],Si(IV),90.0,False,not_attempted,False
SOWZIQ,[H]O[C@]1(C([H])([H])[H])C([H])([H])[C@]([H])([Si](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c2c(c([H])c3c([H])c([H])c([H])c(OC([H])([H])OC([H])([H])[H])c3c2OC([H])([H])OC([H])([H])[H])[C@@]1([H])/C(OC([H])([H])[H])=C(/[H])C(=O)N([H])[C@]([H])(c1c([H])c([H])c2c([H])c([H])c([H])c([H])c2c1[H])C([H])([H])[H],Si(IV),94.0,False,not_attempted,False
SOXLOH,[H]C1=C([H])N(c2c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c2C([H])([H])[H])[Si](Cl)(Cl)N1c1c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c1C([H])([H])[H],Si(IV),49.0,False,not_attempted,False
SOXXEK,[H]c1c([H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c(-n2c([H])c([H])n(-c3c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c3C([H])(C([H])([H])[H])C([H])([H])[H])c2=N[Si](Br)(Br)Br)c(C([H])(C([H])([H])[H])C([H])([H])[H])c1[H],Si(IV),70.0,False,not_attempted,False
SOXXIO,[H]c1c([H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c(-n2c([H])c([H])n(-c3c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c3C([H])(C([H])([H])[H])C([H])([H])[H])c2=N[Si](Br)(Br)N=c2n(-c3c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c3C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])n2-c2c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c2C([H])(C([H])([H])[H])C([H])([H])[H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c1[H],Si(IV),135.0,False,not_attempted,False
SOYHET,[H]/C(=C(/Sc1c([H])c([H])c([H])c2c1c([H])c([H])n2[Si](C([H])(C([H])([H])[H])C([H])([H])[H])(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C(=O)OC([H])([H])[H])C([H])([H])[H],Si(IV),60.0,False,not_attempted,False
SOYHUJ,[H]C1([H])O[C@]2([H])[C@@]([H])(O[Si](C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[C@]3([H])OC(=O)C([H])([H])[C@]3([H])[C@]2([H])O1,Si(IV),44.0,False,not_attempted,False
SUBJIK,[H]O[C@@]([H])(c1c([H])c([H])c([H])c([H])c1[H])[C@]([H])(C(=O)N1C(=O)OC([H])([H])[C@@]1([H])C([H])(C([H])([H])[H])C([H])([H])[H])[C@]([H])(N1C(=O)c2c([H])c([H])c([H])c([H])c2C1=O)[C@]([H])(C([H])([H])[H])C([H])([H])O[Si](C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],Si(IV),87.0,False,not_attempted,False
SUBQAJ,[H]c1c([H])c([H])c(C([H])([H])O[C@@]2([H])C([H])([H])C([H])([H])[C@@]([H])(O[Si](C([H])([H])C([H])([H])[H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])[C@@]3([H])[C@]4([H])O[C@@]([H])(c5c([H])c([H])c([H])c([H])c5[H])O[C@]45C([H])([H])C([H])([H])C(C([H])([H])[H])=C(C([H])([H])C(=O)[C@@]32C([H])([H])[H])C5(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],Si(IV),99.0,False,not_attempted,False
SUBVAO,[H]c1c([H])c([H])c(C([H])(c2c([H])c([H])c([H])c([H])c2[H])c2c([H])c(C([H])([H])[H])c([H])c(C([H])(c3c([H])c([H])c([H])c([H])c3[H])c3c([H])c([H])c([H])c([H])c3[H])c2N([H])[Si](OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],Si(IV),105.0,False,not_attempted,False
SUCGIG,[H]O[C@]1([H])[C@]([H])(C([H])([H])[H])[C@]([H])(O[Si](C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[C@]12C(=O)C([H])([H])[C@]([H])(C([H])([H])[H])OS2(=O)=O,Si(IV),54.0,False,not_attempted,False
SUCNEL,[H]c1c([H])c([H])c([Si](O[C@]([H])(C([H])([H])[H])C([H])([H])[C@]([H])(I)C([H])([H])[H])(c2c([H])c([H])c([H])c([H])c2[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],Si(IV),53.0,False,not_attempted,False
SUCNIP,[H]c1c([H])c([H])c([Si](c2c([H])c([H])c([H])c([H])c2[H])(c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])C([H])([H])[C@]([H])(C([H])([H])[H])C([H])([H])[C@]([H])(OS(=O)(=O)c2c([H])c([H])c([H])c3c([H])c([H])c([H])c([H])c23)C([H])([H])[H])c([H])c1[H],Si(IV),76.0,False,not_attempted,False
SUCVIX,[H]c1sc([C@@]2([H])ON(O[Si](C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[C@]([H])(C([H])([H])[H])C(C(=O)OC([H])([H])[H])(C(=O)OC([H])([H])[H])C2([H])[H])c([H])c1[H],Si(IV),59.0,False,not_attempted,False
SUCVUJ,[H]C1=C([C@@]2([H])N(O[Si](C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])O[C@@]([H])(c3c([H])c([H])c(OC([H])([H])[H])c([H])c3[H])C([H])([H])C2(C(=O)OC([H])([H])[H])C(=O)OC([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],Si(IV),77.0,False,not_attempted,False
SUCWAQ,[H]c1c([H])c([H])c([C@]2([H])N(O[Si](C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])O[C@]([H])(c3c([H])c([H])c(OC([H])([H])[H])c([H])c3[H])C([H])([H])C2(C(=O)OC([H])([H])[H])C(=O)OC([H])([H])[H])c([H])c1[H],Si(IV),73.0,False,not_attempted,False
SUCWEU,[H]c1c([H])c([C@@]2([H])ON(O[Si](C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[C@]([H])(C([H])([H])[H])C(C(=O)OC([H])([H])[H])(C(=O)OC([H])([H])[H])C2([H])[H])c([H])c([H])c1OC([H])([H])[H],Si(IV),66.0,False,not_attempted,False
SUCZIZ,[H]c1c([H])c([Si](c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])(c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])c([H])c([H])c1C([H])([H])[H],Si(IV),57.0,False,not_attempted,False
SUFKOT,[H]c1c([H])c([H])c2c(c1[H])C(=O)OI2OOC(C#C[Si](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],Si(IV),40.0,False,not_attempted,False
SUFSET,[H]C(=C=C(c1c([H])c([H])c([H])c([H])c1[H])[Si](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c1c([H])c([H])c([H])c([H])c1[H],Si(IV),39.0,False,not_attempted,False
SUFSIX,[H]c1sc([H])c(C(=C=C(c2c([H])c([H])c([H])c([H])c2[H])[Si](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c2c([H])c([H])c([H])c([H])c2[H])c1[H],Si(IV),46.0,False,not_attempted,False
SUFSOD,[H]c1c([H])c([H])c(C(=C=C(c2c([H])c([H])c(OC([H])([H])[H])c([H])c2[H])[Si](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],Si(IV),53.0,False,not_attempted,False
SUFSUJ,[H]c1sc([H])c(C(=C=C(c2c([H])sc([H])c2[H])[Si](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c2c([H])sc([H])c2[H])c1[H],Si(IV),40.0,False,not_attempted,False
SUFTIY,[H]C1=C2[C@@]([H])(c3c([H])c([H])c([H])c([H])c3[H])OC([H])([H])c3c4c(c5c(c3[Si](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(=O)c3c([H])c([H])c([H])c([H])c3-5)[C@]3(C(=O)OC([H])([H])[H])[C@@]1([H])[C@]3([H])[C@]24[H],Si(IV),65.0,False,not_attempted,False
SUFTOE,[H]C1=C2[C@@]([H])(c3c([H])c([H])c([H])c([H])c3OC([H])([H])[H])OC([H])([H])c3c4c(c5c(c3[Si](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(=O)c3c([H])c([H])c([H])c([H])c3-5)C(=O)[C@]([H])(C1([H])[H])[C@]24[H],Si(IV),64.0,False,not_attempted,False
SUGQES,[H]/C(=C(/[H])[Si](C([H])([H])C([H])([H])[H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])[C@]1([H])OC(=O)C([H])([H])C([H])([H])[C@@]1([H])OC(=O)c1c([H])c([N+](=O)[O-])c([H])c([N+](=O)[O-])c1[H],Si(IV),57.0,False,not_attempted,False
SUGQIX,[H]C([H])([H])C1(C([H])([H])[H])O[C@@]2([H])[C@](O[Si](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])([C@@]34OC(C([H])([H])[H])(C([H])([H])[H])O[C@]3([H])C([H])([H])OC4=O)OC([H])([H])[C@@]2([H])O1,Si(IV),54.0,False,not_attempted,False
SUGQOD,[H]C([H])([H])C1(C([H])([H])[H])O[C@]2([H])[C@]([H])(O1)[C@@](O[Si](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])([C@]13OC(C([H])([H])[H])(C([H])([H])[H])O[C@@]1([H])[C@@]([H])([C@]1([H])OC(C([H])([H])[H])(C([H])([H])[H])OC1([H])[H])OC3=O)O[C@]2([H])[C@]1([H])OC(C([H])([H])[H])(C([H])([H])[H])OC1([H])[H],Si(IV),84.0,True,True,True
SUGVEW,[H]c1c([H])c(N2C(=O)c3c([H])c4c(c([H])c3C2=O)C(C([H])([H])[H])(C([H])([H])[H])N([O])C4(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c1C#C[Si](C([H])(C([H])([H])[H])C([H])([H])[H])(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],Si(IV),76.0,False,not_attempted,False
SUHZOK,[H]C1=C([H])SC(=C2SC([H])=C([Si](C3=C([H])SC(=C4SC([H])=C([H])S4)S3)(C([H])([H])[H])C([H])([H])[H])S2)S1,Si(IV),35.0,False,not_attempted,False
SUJSEW,[H]c1c([H])n([Si](Cl)(n2c([H])c([H])n(C([H])([H])[H])c2=S)n2c([H])c([H])n(C([H])([H])[H])c2=S)c(=S)n1C([H])([H])[H],Si(IV),38.0,False,not_attempted,False
SULQOG,[H]c1c([H])c([H])c([Si@](C(=O)OC([H])([H])c2c3c([H])c([H])c([H])c([H])c3c([H])c3c([H])c([H])c([H])c([H])c23)(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],Si(IV),58.0,False,not_attempted,False
SULRIB,[H]O[C@]([H])(C#C[Si](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[C@@]1([H])O[C@@]2([H])C([H])([H])/C([H])=C(/[H])C([H])([H])[C@@]([H])(Br)[C@]([H])(C([H])([H])C([H])([H])[H])O[C@@]2([H])C1([H])[H],Si(IV),52.0,False,not_attempted,False
SUMTUQ,[H]C([H])=C1C([H])=C(C([H])([H])[H])N(c2c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c2C([H])(C([H])([H])[H])C([H])([H])[H])[Si@@](c2nc(C([H])([H])[H])c(C([H])([H])[H])n2C([H])(C([H])([H])[H])C([H])([H])[H])(N(C([H])=C(C([H])([H])[H])C([H])([H])[H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])N1c1c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c1C([H])(C([H])([H])[H])C([H])([H])[H],Si(IV),124.0,False,not_attempted,False
SUMVAY,[H]C([H])=C1C([H])=C(C([H])([H])[H])N(c2c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c2C([H])(C([H])([H])[H])C([H])([H])[H])[Si@@]([H])(C([H])([H])N2[C]N(C([H])([H])[H])C(C([H])([H])[H])=C2C([H])([H])[H])N1c1c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c1C([H])(C([H])([H])[H])C([H])([H])[H],Si(IV),93.0,False,not_attempted,False
SUMVEC,[H]C([H])=C1C([H])=C(C([H])([H])[H])N(c2c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c2C([H])(C([H])([H])[H])C([H])([H])[H])[Si@@]2(N1c1c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c1C([H])(C([H])([H])[H])C([H])([H])[H])N(C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])C([H])=C1N(C([H])([H])[H])C(C([H])([H])[H])=C(C([H])([H])[H])N1C2([H])[H],Si(IV),112.0,True,True,True
SUNKOB,[H]C([H])([H])C1(C([H])([H])[H])O[C@]2([H])[C@]([H])(O1)[C@@](O[Si](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])([C@]1([H])C(=O)OC([H])([H])C([H])([H])C1([H])[H])O[C@]2([H])[C@]1([H])OC(C([H])([H])[H])(C([H])([H])[H])OC1([H])[H],Si(IV),63.0,True,True,True
SUNYAE,[H]N(S(=O)C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[C@]1([H])c2c([Si](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])nnn2C([H])([H])C([H])([H])C1([H])[H],Si(IV),46.0,False,not_attempted,False
SUPRAW,[H]C([H])([H])C1(C([H])([H])[H])[C@@]2([H])C([H])([H])C([H])([H])[C@@]13C([H])([H])S(=O)(=O)N(C(=O)[C@@]([H])(C([H])([H])[H])[C@]1([H])OC(=O)[C@@]([H])(C([H])([H])[H])[C@@]([H])(O[Si](C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[C@@]1([H])C([H])([H])[H])[C@@]3([H])C2([H])[H],Si(IV),80.0,False,not_attempted,False
