CSD_identifier,la_smiles,ca_class,la_atom_count,picked_for_fia_calculation,la_xyz_successfully_generated,part_of_the_final_fia2k_csd_dataset
SUPSAY,[H]c1c([H])c([H])c(C([H])([H])[C@@]2(C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(=O)C([H])([H])C([H])([H])[C@@](O[Si](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])C2([H])[H])c([H])c1[H],Si(IV),64.0,False,not_attempted,False
SUQBIP,[H]c1c([H])c([H])c2c(c1[H])N(S(=O)(=O)c1c([H])c([H])c(C([H])([H])[H])c([H])c1[H])[Si]1(N2S(=O)(=O)c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])N(S(=O)(=O)c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])c2c([H])c([H])c([H])c([H])c2N1S(=O)(=O)c1c([H])c([H])c(C([H])([H])[H])c([H])c1[H],Si(IV),93.0,False,not_attempted,False
SUQZOU,[H]O[C@@]1(C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[C@@]2([H])[C@]3([H])C([H])([H])C([H])([H])c4c([H])c(O[Si](C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c4[C@@]3([H])C([H])([H])C([H])([H])[C@]12C([H])([H])[H],Si(IV),77.0,False,not_attempted,False
SUQZUA,[H]C1=C(c2c([H])c([H])c([H])c([H])c2[H])[C@@]2(C([H])([H])[H])C([H])([H])C([H])([H])[C@]3([H])c4c([H])c([H])c(O[Si](C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c4C([H])([H])C([H])([H])[C@@]3([H])[C@]2([H])C1([H])[H],Si(IV),72.0,False,not_attempted,False
SURBAJ,[H]O[C@@]1(c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])C([H])([H])[C@@]2([H])[C@]3([H])C([H])([H])C([H])([H])c4c([H])c(O[Si](C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c4[C@@]3([H])C([H])([H])C([H])([H])[C@@]21C([H])([H])[H],Si(IV),75.0,False,not_attempted,False
SURBEN,[H]c1c([H])c([H])c([C@]2([H])C([H])([H])C([H])([H])[C@@]3([H])[C@]4([H])C([H])([H])C([H])([H])c5c([H])c(O[Si](C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c5[C@@]4([H])C([H])([H])C([H])([H])[C@@]32C([H])([H])[H])c([H])c1[H],Si(IV),74.0,False,not_attempted,False
SURKIZ,[H]N1C(=O)[C@]([H])([C@]([H])(O[Si](C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])[C@@]1([H])[C@](F)(C(=O)OC([H])([H])[H])C([H])([H])[H],Si(IV),50.0,False,not_attempted,False
SURYAG,[H]c1c([H])c([H])c(-n2nnnc2S(=O)(=O)C([H])([H])[C@@]2([H])O[C@](C([H])([H])[H])([C@]3([H])O[C@](C([H])([H])[H])([C@]([H])(O[Si](C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C3([H])[H])C([H])([H])C2([H])[H])c([H])c1[H],Si(IV),79.0,False,not_attempted,False
SUSBIR,[H]C([H])([H])n1c(=O)c2c3c(sc2n(C([H])([H])OC([H])([H])C([H])([H])[Si](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c1=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H],Si(IV),53.0,True,True,False
SUSGIY,[H]/C(OC([H])([H])[H])=C(/[H])[C@@]1(O[Si](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[C@@]2([H])N(S(=O)(=O)c3c([H])c([H])c(C([H])([H])[H])c([H])c3[H])C(=O)[C@]1([H])[C@]1([H])C([H])([H])C(=O)C([H])([H])[C@@]([H])(OC([H])([H])[H])[C@@]12C(=O)OC([H])([H])[H],Si(IV),76.0,False,not_attempted,False
SUTGIZ,[H]C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(C([H])([H])[H])[C@@]1([H])C([H])([H])C([H])([H])[C@@]2([H])[C@]3([H])C([H])([H])[C@@]([H])(F)[C@@]4([H])C([H])([H])[C@@]([H])(O[Si](C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])[C@@]3([H])C([H])([H])C([H])([H])[C@@]21C([H])([H])[H],Si(IV),97.0,True,True,False
SUTZEN,[H]C([H])=C([C@]([H])(C([H])([H])[H])[C@@](C(=O)OC([H])([H])[H])(N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H])[Si](c1c([H])c([H])c([H])c([H])c1[H])(C([H])([H])[H])C([H])([H])[H],Si(IV),70.0,False,not_attempted,False
SUTZIR,[H]c1c([H])c([H])c([Si](C([H])([H])[H])(C([H])([H])[H])[C@@]2([H])C([H])([H])N(C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[C@](C(=O)OC([H])([H])[H])(C([H])(C([H])([H])[H])C([H])([H])[H])[C@@]2([H])C([H])([H])[H])c([H])c1[H],Si(IV),66.0,False,not_attempted,False
SUVBAN,[H]C1=C([H])[C@@]([H])(C([H])([H])[H])[C@]([H])(C([H])([H])O[Si](C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[C@@]2(C([H])([H])[H])C([H])([H])C(=O)O[C@@]12[H],Si(IV),51.0,False,not_attempted,False
SUVBUH,[H]C1=C(O[Si](C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[C@@]2(C#N)C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@@]2([N+](=O)[O-])[C@@]1([H])OC([H])([H])[H],Si(IV),55.0,False,not_attempted,False
SUVPUU,[H]C1=C2[C@]3([H])C([H])([H])[C@@]([H])(C3(C([H])([H])[H])C([H])([H])[H])C([H])([H])[C@]2([H])[C@@]([H])(c2c(OC([H])([H])[H])c([H])c(OC([H])([H])[H])c(C(=O)C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])c2O[Si](C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])S1(=O)=O,Si(IV),84.0,False,not_attempted,False
SUWDUL,[H]C1=C(c2c([H])c([H])c([H])c([H])c2[H])N2/C(c3c([H])c([H])c([H])c([H])c3[H])=C(/[H])N(S(=O)(=O)c3c([H])c([H])c(C([H])([H])[H])c([H])c3[H])C([H])([H])/C(O[Si](C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])=C(/C(=O)OC([H])([H])[H])[C@@]2([H])C([H])=C1[H],Si(IV),88.0,False,not_attempted,False
SUWQUZ,[H]Oc1c([H])c([H])c([H])c2c1[Si]1(c3c(O[H])c([H])c([H])c([H])c3C([H])([H])C1([H])[H])C([H])([H])C2([H])[H],Si(IV),35.0,False,not_attempted,False
SUWSOU,[H]C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])[Si](O[C@@]1([H])C([H])([H])C([H])([H])C([H])([H])[C@@]2(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C(=O)[C@@]21[H])(C([H])([H])[H])C([H])([H])[H],Si(IV),52.0,False,not_attempted,False
SUWYIS,[H]c1c([H])c([H])c(C(O[Si](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(c2c([H])c([H])c([H])c([H])c2[H])[C@]([H])(OC(=O)[C@@]([H])(C([H])([H])[H])[C@@]([H])(C([H])([H])[H])[C@]([H])(C(=O)C([H])([H])[H])C([H])([H])[H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],Si(IV),77.0,False,not_attempted,False
SUZDAT,[H]OC([H])([H])c1c([H])c([H])c([Si](F)(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],Si(IV),43.0,False,not_attempted,False
SUZNAF,[H]C([H])([H])C([H])([H])O[C@]1([H])OC(=O)[C@@]2([H])C([H])([H])C([H])([H])[C@]3(O[C@]4([H])C([H])([H])C([H])([H])[C@@]3(C([H])([H])[H])[C@@]([H])(C([H])([H])O[Si](C([H])(C([H])([H])[H])C([H])([H])[H])(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C4(C([H])([H])[H])C([H])([H])[H])O[C@@]12[H],Si(IV),85.0,True,True,False
TABBOR,[H]C1=C(C([H])([H])Cl)C([H])([H])[C@@]2(N(C([H])([H])c3c([H])c([H])c([H])c([H])c3[H])C(=O)C([H])([H])[C@]2([H])O[Si](C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C1([H])[H],Si(IV),62.0,False,not_attempted,False
TABBUX,[H]c1c([H])c([H])c(C([H])([H])N2C(=O)C([H])([H])[C@]([H])(O[Si](C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[C@]23C([H])([H])C([H])([H])C([H])([H])[C@](F)(C([H])([H])Cl)C3([H])[H])c([H])c1[H],Si(IV),64.0,False,not_attempted,False
TABCAE,[H]c1c([H])c([H])c(C([H])([H])N2C(=O)C([H])([H])[C@]([H])(O[Si](C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[C@]23C([H])([H])C([H])([H])C([H])([H])[C@@](F)(C([H])([H])Cl)C3([H])[H])c([H])c1[H],Si(IV),64.0,False,not_attempted,False
TABCEI,[H]C1=C(C([H])([H])Cl)C([H])([H])[C@]2(N(C([H])([H])c3c([H])c([H])c([H])c([H])c3[H])C(=O)C([H])([H])[C@]2([H])O[Si](C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C1([H])[H],Si(IV),62.0,False,not_attempted,False
TABLUD,[H]OO[C@]1(C([H])([H])[H])C([Si](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])=Nc2c1c([H])c1c([H])c([H])c([H])c([H])c1c2[H],Si(IV),39.0,False,not_attempted,False
TABTIZ,[H]O[C@]([H])(C#C[Si](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[C@@]([H])(C(=C([H])[H])[C@@]1([H])OC(C([H])([H])[H])(C([H])([H])[H])OC1([H])[H])C([H])([H])[H],Si(IV),45.0,False,not_attempted,False
TABYIE,[H]OC(=O)[C@](O[H])(C([H])([H])[H])[Si](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],Si(IV),24.0,True,True,False
TACLES,[H]c1c(C([H])([H])[H])nn([Si](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c1C([H])([H])[H],Si(IV),27.0,False,not_attempted,False
TACMAO,[H]C1=C([H])[C@@]2(C([H])([H])[H])C([H])([H])O[C@@]([H])(C([H])([H])C#C[Si](C([H])(C([H])([H])[H])C([H])([H])[H])(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])[C@]2([H])[C@@]([H])(C(=O)OC([H])([H])[H])C1=O,Si(IV),64.0,False,not_attempted,False
TACMES,[H]C([H])=C1C([H])([H])[C@]2([H])OC([H])([H])[C@@]3(C([H])([H])[H])[C@@]2([H])[C@@]2(C(=O)C([H])([H])[C@@]3([H])[Si](c3c([H])c([H])c([H])c([H])c3[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])O[C@](OC([H])([H])[H])(C([H])([H])[H])[C@@]12[H],Si(IV),64.0,False,not_attempted,False
TACNIV,[H]/C(C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])[Si](OC([H])([H])C([H])([H])[H])(OC([H])([H])C([H])([H])[H])OC([H])([H])C([H])([H])[H])=C(/[H])c1c([H])c([H])c([H])c([H])c1[H],Si(IV),53.0,False,not_attempted,False
TACQAR,[H]C(=C(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])[Si](c1c(C([H])([H])[H])c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1C([H])([H])[H])(c1c(C([H])([H])[H])c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1C([H])([H])[H])C12c3c4c5c6c7c8c(c9c%10c1c1c3c3c%11c4c4c5c5c7c7c%12c8c8c9c9c%10c%10c1c1c3c3c%11c%11c4c4c5c7c5c7c%12c8c8c9c9c%10c1c1c3c3c%11c4c5c4c7c8c9c1c34)C62[H],Si(IV),145.0,False,not_attempted,False
TACQEV,[H]c1c([H])c(C([H])([H])C([H])([H])[H])c([Si]2(c3c(C([H])([H])C([H])([H])[H])c([H])c([H])c([H])c3C([H])([H])C([H])([H])[H])C([H])([H])[C@@]([H])(c3c([H])c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c3[H])[C@@]34c5c6c7c8c9c%10c%11c%12c(c3c3c%13c4c4c%14c5c7c5c7c%14c%14c4c4c%13c%13c%15c3c%12c3c%12c%11c%11c9c9c8c5c5c7c7c%14c8c4c%13c4c(c%153)c3c%12c%11c%11c9c5c5c%11c3c4c8c75)[C@]6%102)c(C([H])([H])C([H])([H])[H])c1[H],Si(IV),135.0,False,not_attempted,False
TACQIZ,[H]c1c([H])c(C([H])([H])C([H])([H])[H])c([Si]2(c3c(C([H])([H])C([H])([H])[H])c([H])c([H])c([H])c3C([H])([H])C([H])([H])[H])C34c5c6c7c8c9c%10c(c%11c%12c3c3c5c5c%13c6c6c7c7c9c9c%14c%10c%10c%11c%11c%12c%12c3c3c5c5c%13c%13c6c6c7c9c7c9c%14c%10c%10c%11c%11c%12c3c3c5c5c%13c6c7c6c9c%10c%11c3c56)C84[C@]([H])(c3c([H])c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c3[H])C2([H])[H])c(C([H])([H])C([H])([H])[H])c1[H],Si(IV),135.0,False,not_attempted,False
TACYEF,[H]C([H])([H])C([H])(C([H])([H])[H])[C@]1([H])N(C(=O)[C@]([H])(C([H])([H])[H])C(F)(F)[Si](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(=O)OC1(C([H])([H])[H])C([H])([H])[H],Si(IV),49.0,False,not_attempted,False
TAFGOZ,[H]C1=C(OC([H])([H])[H])C([H])([H])N([C@@]([H])(C#C[Si](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])OC1=O,Si(IV),45.0,False,not_attempted,False
TAFKUK,[H]c1c([H])n([Si](n2c([H])c([H])n(C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c2=S)(n2c([H])c([H])n(C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c2=S)n2c([H])c([H])n(C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c2=S)c(=S)n1C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],Si(IV),101.0,True,True,True
TAFRAX,[H]c1c([H])c(C([H])([H])[H])c(OC([H])([H])[H])c([C@]23O[Si](C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])OC([H])([H])[C@@]24O[C@@]4([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C3([H])[H])c1[H],Si(IV),70.0,False,not_attempted,False
TAFSUO,[H]OC([H])([H])[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(=O)n([H])c(N([H])C(=O)C([H])(C([H])([H])[H])C([H])([H])[H])nc32)O[C@]1([H])C([H])([H])C([H])([H])O[Si](c1c([H])c([H])c([H])c([H])c1[H])(c1c([H])c([H])c([H])c([H])c1[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],Si(IV),85.0,False,not_attempted,False
TAFVIG,[H]c1c([H])c([Si](Cl)(Cl)c2c([H])c([H])c(C(F)(F)F)c([H])c2C(F)(F)F)c(C(F)(F)F)c([H])c1C(F)(F)F,Si(IV),37.0,True,True,True
TAFVOM,[H]c1c([H])c(C(F)(F)F)c([Si](F)(F)c2c(C(F)(F)F)c([H])c([H])c([H])c2C(F)(F)F)c(C(F)(F)F)c1[H],Si(IV),37.0,False,not_attempted,False
TAFYAB,[H]c1c([H])c([H])c(C2=C(c3c([H])c([H])c([H])c([H])c3[H])[C@@]3(c4c([H])c([H])c([H])c([H])c4[H])C(C#N)(C#N)C(C#N)(C#N)[C@]2(c2c([H])c([H])c([H])c([H])c2[H])[Si]3(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],Si(IV),67.0,False,not_attempted,False
TAGHEO,[H]c1c([H])c([H])c(/C(=N/N2C([H])([H])C([H])([H])C([H])([H])[C@@]2([H])C([H])([H])OC([H])([H])[H])[C@@]([H])(C([H])([H])[H])[Si](C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],Si(IV),61.0,False,not_attempted,False
TAGWAC,[H]c1c(Cl)nc(OC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c2c(Cl)nc(Cl)c([Si](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c12,Si(IV),41.0,False,not_attempted,False
TAGZAG,[H]c1c([H])c([H])c([C@](O[Si](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(C(=O)c2c(F)c([H])c(OC([H])([H])[H])c([H])c2OC([H])([H])[H])[C@]([H])(c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])C#N)c([H])c1[H],Si(IV),65.0,False,not_attempted,False
TAHVAC,[H]c1c([H])c([H])c(C([H])([H])[C@]([H])(C(=O)N(C([H])([H])[H])C([H])([H])[H])[Si](c2c([H])c([H])c([H])c([H])c2[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],Si(IV),47.0,False,not_attempted,False
TAHYOR,[H]C1=C([H])[C@@]2([H])C(=C([Si](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C1([H])[H])N(C(=O)C(F)(F)F)C([H])([H])C2([H])[H],Si(IV),37.0,False,not_attempted,False
TAKNUS,[H]N1C(=O)C([H])([H])C([H])([H])[C@@]2([H])C([H])([H])C([H])([H])[C@@]([H])(O[Si](C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[C@@]12[H],Si(IV),48.0,False,not_attempted,False
TAKPEA,[H]C([H])([H])C([H])(N(C(=O)O[Si](OC(=O)N(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])(OC(=O)N(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])OC(=O)N(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],Si(IV),97.0,False,not_attempted,False
TALZUE,[H]c1c([H])c(-c2c([H])c([H])c([Si](c3c([H])c([H])c(-c4c([H])c([H])c(Br)c([H])c4[H])c([H])c3[H])(c3c([H])c([H])c(-c4c([H])c([H])c(Br)c([H])c4[H])c([H])c3[H])c3c([H])c([H])c(-c4c([H])c([H])c(Br)c([H])c4[H])c([H])c3[H])c([H])c2[H])c([H])c([H])c1Br,Si(IV),85.0,False,not_attempted,False
TAPDAP,[H]C([H])([H])OC([H])([H])[C@]1([H])N(C(=O)[C@@]([H])(N(O[Si](C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C2(C#N)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])C([H])([H])[H])[C@@]([H])(C([H])([H])OC([H])([H])[H])C([H])([H])C1([H])[H],Si(IV),77.0,False,not_attempted,False
TAPJOJ,[H]OC1([C@]([H])(C(=O)OC([H])([H])[H])[C@]2([H])[C@@]([H])(O[Si](C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[C@]3([H])OC(C([H])([H])[H])(C([H])([H])[H])O[C@]3([H])[C@@]2([H])O[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],Si(IV),73.0,False,not_attempted,False
TAQKAZ,[H]C([H])([H])OC(=O)[C@]1([H])[C@@]([H])(C(=O)OC([H])([H])[H])[C@]([H])(C#N)C(O[Si](C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])=C(C([H])([H])[H])[C@]1([H])OC([H])([H])[H],Si(IV),58.0,False,not_attempted,False
TAQKED,[H]c1c([H])c([H])c(-n2c(=O)n3n(c2=O)[C@]([H])(OC([H])([H])[H])C(C([H])([H])[H])=C(O[Si](C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[C@@]3([H])C#N)c([H])c1[H],Si(IV),58.0,False,not_attempted,False
TAQKIH,[H]c1c([H])c([C@@]2([H])[C@]([H])([N+](=O)[O-])[C@@]([H])(OC([H])([H])[H])C(C([H])([H])[H])=C(O[Si](C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[C@@]2([H])C#N)c([H])c([H])c1[N+](=O)[O-],Si(IV),60.0,False,not_attempted,False
TARHEC,[H]c1c([H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c(-n2c([H])c([H])n(-c3c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c3C([H])(C([H])([H])[H])C([H])([H])[H])c2=N[Si](Cl)(C([H])([H])[H])C([H])([H])[H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c1[H],Si(IV),76.0,False,not_attempted,False
TARHOM,[H]c1c([H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c(-n2c([H])c([H])n(-c3c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c3C([H])(C([H])([H])[H])C([H])([H])[H])c2=N[Si](OS(=O)(=O)C(F)(F)F)(C([H])([H])[H])C([H])([H])[H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c1[H],Si(IV),83.0,False,not_attempted,False
TASCUL,[H]O[C@]1([H])C(=O)N(C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])[C@]1(C([H])([H])[H])[C@@]([H])(O[Si](C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],Si(IV),61.0,False,not_attempted,False
TASSOY,[H]O[C@]12C3=C(C(=O)[C@]1([H])C#N)[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[C@]3([H])[C@@]([H])(C([H])([H])[H])C([H])([H])[C@@]2([H])C([H])([H])O[Si](C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],Si(IV),62.0,False,not_attempted,False
TATXIX,[H]c1c([H])c([H])c([Si]2(c3c([H])c([H])c([H])c([H])c3[H])c3c([H])c([H])c([H])c([H])c3[C@]([H])(C([H])([H])[H])C2([H])[H])c([H])c1[H],Si(IV),42.0,False,not_attempted,False
TAVBEA,[H]C1=C([H])[C@]2([H])[C@@]3([H])C([H])([H])[C@]45C([H])([H])[C@@]6([H])[C@]7([H])C([H])=C([H])[C@@]6([H])[C@]6(I)[C@@]4([H])[C@]([H])([C@@]13[H])[C@@]2([H])[C@@]5([H])[C@]76[Si](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],Si(IV),51.0,True,True,True
TAVBIE,[H]C1=C([H])[C@]2([H])[C@@]3([H])C([H])([H])[C@@]45C([H])([H])[C@@]6([H])[C@]7([H])[C@]8([H])C(C(=O)OC([H])([H])[H])=C(C(=O)OC([H])([H])[H])C(C(=O)OC([H])([H])[H])=C(C(=O)OC([H])([H])[H])[C@]8([H])[C@@]6([H])[C@@]6([H])[C@]7([H])[C@]4([H])[C@]2(I)[C@@]([Si](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])([C@@]13[H])[C@@]56[H],Si(IV),83.0,False,not_attempted,False
TAVBOK,[H]C1=C([H])[C@]2([H])[C@@]3([H])C([H])([H])[C@@]45C([H])([H])[C@@]6([H])[C@]7([H])[C@]8([H])C(C(=O)OC([H])([H])[H])=C(C(=O)OC([H])([H])[H])C(C(=O)OC([H])([H])[H])=C(C(=O)OC([H])([H])[H])[C@]8([H])[C@@]6([H])[C@@]6([H])[C@]7([H])[C@]4([H])[C@]2([Si](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[C@@](F)([C@@]13[H])[C@@]56[H],Si(IV),83.0,False,not_attempted,False
TAVBUQ,[H]C1=C([H])[C@]2([H])[C@@]3([H])C([H])([H])[C@@]45C([H])([H])[C@@]6([H])[C@]7([H])c8c(C(=O)OC([H])([H])[H])c(C(=O)OC([H])([H])[H])c(C(=O)OC([H])([H])[H])c(C(=O)OC([H])([H])[H])c8[C@@]6([H])[C@@]6([H])[C@]7([H])[C@]4([H])[C@]2([Si](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[C@@](I)([C@@]13[H])[C@@]56[H],Si(IV),81.0,False,not_attempted,False
TAVCID,[H]c1c([H])c([H])c(C([H])([H])N(C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])[C@@]([H])(C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])[C@]([H])(O[Si](C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[C@]2([H])C(=O)OC([H])([H])C2([H])[H])c([H])c1[H],Si(IV),80.0,False,not_attempted,False
TAVCOJ,[H]c1c([H])c([H])c(C([H])([H])N(C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])[C@@]([H])(C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])[C@@]([H])(O[Si](C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[C@]2([H])C([H])([H])C([H])([H])O[C@]2([H])C2([H])SC([H])([H])C([H])([H])C([H])([H])S2)c([H])c1[H],Si(IV),93.0,False,not_attempted,False
TAVDUQ,[H]O[C@]([H])(C([H])=C([H])[H])C([H])([H])[C@]([H])(C(=C([H])[H])C([H])([H])[Si](c1c([H])c([H])c([H])c([H])c1[H])(C([H])([H])[H])C([H])([H])[H])c1c([H])c([H])c([H])c([H])c1[H],Si(IV),52.0,False,not_attempted,False
TAVMOT,[H]c1sc([Si]2(c3sc([H])c([H])c3[H])C(c3c([H])c([H])c([H])c([H])c3[H])=C(c3c([H])c([H])c([H])c([H])c3[H])C(c3c([H])c([H])c([H])c([H])c3[H])=C2c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],Si(IV),65.0,True,True,True
